Issue key,Issue id,Parent id,Epic Name,Epic Link,Labels,Labels,Issue Type,Priority,Summary,Acceptance Criteria,Story Points,Assignee,Status,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Due Date,Created,Updated,Resolved
EFDDH-692,7689910,7689908,,,,,Sub Task,Low,Review changes -Pull req by Libi,,,jillelam,Done,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,16/07/2024,16/07/2024,17/07/2024,17/07/2024
EFDDH-691,7689908,,,EFDDH-3,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Build : remove UDFs with BQ functions ,,3,xavierl,Story Done,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,18/07/2024,16/07/2024,17/07/2024,17/07/2024
EFDDH-690,7689466,,,EFDDH-37,EFDDH-BP-MVPREL1,,Story,Low,ARF223:Sourcing: 223 - Ref Data - Cap Loan DownGrade -file decision on manual copy for BD01 for July and August,,5,thirunab,Closed,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,18/07/2024,16/07/2024,16/08/2024,16/08/2024
EFDDH-689,7689256,,,EFDDH-983,EFDDH-BP-MVPREL1,,Story,Low,ARF223:Sourcing: 223 - Ref Data - 14 +1 files QR solution implementation ,,5,thirunab,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,18/07/2024,16/07/2024,26/09/2024,21/08/2024
EFDDH-688,7685391,,,EFDDH-3,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Build : RSDS_CHECK implementation in GCP ,,3,geesalan,Closed,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,,18/07/2024,15/07/2024,21/08/2024,21/08/2024
EFDDH-687,7677825,,,EFDDH-8,EFDDH-BP-MVPREL1,,Story,Low,Update DAG Factory Boilerplate: One Boilerplate per Initiative,There must be only one Boilerplate python file in composer to load and create as many dag possible per initiative.,2,mahajaa4,Story Done,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,18/07/2024,12/07/2024,16/07/2024,12/07/2024
EFDDH-686,7676955,,,EFDDH-3,,,Story,Highest,ARF223:Framework: 223 specific - Dynamic Dataset allocation for CLVR python ,,3,raja19,Closed,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,,,,,,,,,,,,,,,,,11/07/2024,09/09/2024,09/09/2024
EFDDH-685,7676361,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223:Unit Testing: UT Confluence Page Update,"ST is completed
SIT deployed
Peer review is completed ",2,chenc33,Story Done,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,,18/07/2024,11/07/2024,19/07/2024,19/07/2024
EFDDH-684,7674754,,,EFDDH-3,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Build : Add location to REGDH_CNF_CLVR_PROCS,,3,geesalan,Story Done,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,18/07/2024,11/07/2024,16/07/2024,15/07/2024
EFDDH-683,7674775,,,EFDDH-3,EFDDH-BP-MVPREL1,,Story,Low,ARF223:Framework: 223 specific - Documentation Added for CLVR python in DAG Automation Page,,1,raja19,Story Done,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,18/07/2024,11/07/2024,22/07/2024,15/07/2024
EFDDH-682,7673945,,,EFDDH-3,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Build : Rollover bsns_dt after each batch run - daily,,3,xavierl,Story Done,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,18/07/2024,11/07/2024,24/07/2024,24/07/2024
EFDDH-681,7670192,,,EFDDH-8,,,Story,Low,Fix Logic : SQLfluff issue for linting,,2,mahajaa4,Story Done,BP: EFDDH Sprint 10,,,,,,,,,,,,,,,,,,,10/07/2024,10/07/2024,10/07/2024
EFDDH-680,7670188,,,EFDDH-8,EFDDH-BP-MVPREL1,,Story,Low,Azure AD app in prod SP,,1,mahajaa4,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,10/07/2024,18/07/2024,18/07/2024
EFDDH-679,7670185,,,EFDDH-8,,,Story,Low,Reviewing ADF Docs SSD ,,1,mahajaa4,Story Done,BP: EFDDH Sprint 10,,,,,,,,,,,,,,,,,,,10/07/2024,10/07/2024,10/07/2024
EFDDH-678,7670181,,,EFDDH-8,,,Story,Low,Testing Production REGDH - DGCP SA Access,,2,mahajaa4,Story Done,BP: EFDDH Sprint 10,,,,,,,,,,,,,,,,,,,10/07/2024,10/07/2024,10/07/2024
EFDDH-677,7668007,,,EFDDH-3,,,Story,Highest,ARF223:Framework: 223 specific - Dynamic env allocation for CLVR python ,,3,raja19,Story Done,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,,,,,,,,,,,,,,,,,09/07/2024,11/07/2024,10/07/2024
EFDDH-676,7667362,,,EFDDH-654,,,Xray Test Execution,Low,"ARF223: System Testing: Sample Test Execution for all UTs for XFM Tables, CNF Key & Pivot Tables - Testing Only",,,chenc33,Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,,09/07/2024,19/07/2024,19/07/2024
EFDDH-675,7665156,,,EFDDH-37,EFDDH-BP-MVPREL1,,Story,Low,ARF223:Test: 223 - Test plan for ST,,5,kummarip,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,18/07/2024,09/07/2024,11/10/2024,15/07/2024
EFDDH-674,7664923,,,EFDDH-3,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Build : Create DAG for CLVR Procs,,1,dabkea,Story Done,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,18/07/2024,09/07/2024,17/07/2024,17/07/2024
EFDDH-673,7665126,,,EFDDH-3,,,Story,Highest,ARF223:Framework: 223 specific - DAG creation for CLVR python ,,3,raja19,Story Done,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,,,,,,,,,,,,,,,,,09/07/2024,09/07/2024,09/07/2024
EFDDH-672,7660486,,,EFDDH-3,,,Story,High,ARF223: Build : Create macro for BQ CLVR Procs,,3,dabkea,Story Done,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,,,,,,,,,,,,,,,,08/07/2024,09/07/2024,09/07/2024
EFDDH-671,7658457,,,EFDDH-8,,,Story,Low,Slim CI & Deployment in Dev,Slim CI & Deployment in Dev,2,mahajaa4,Story Done,BP: EFDDH Sprint 10,,,,,,,,,,,,,,,,,,,08/07/2024,09/07/2024,09/07/2024
EFDDH-670,7657272,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: xfm_t_SEC_DRV_SECPRPTY_DUP_PROCESSING_PHY.sql,"ST is completed
SIT deployed
Peer review is completed ",,jillelam,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,05/07/2024,18/07/2024,18/07/2024
EFDDH-669,7657270,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: xfm_t_SEC_DRV_SEC3PRPTY_DUP_PROCESSING_PHY.sql,"ST is completed
SIT deployed
Peer review is completed ",,jillelam,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,05/07/2024,19/07/2024,19/07/2024
EFDDH-668,7657269,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: xfm_t_LOC_CAPCISAU_CAPADDR_PHY.sql,Test Case executed,,xavierl,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,05/07/2024,18/07/2024,18/07/2024
EFDDH-667,7657268,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: xfm_t_CLVR_ACCT_112_CL_CMPLX.sql,,,jillelam,Closed,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,05/07/2024,22/07/2024,19/07/2024
EFDDH-666,7657267,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: xfm_t_CDPAU_ASSETDETAIL_PHY.sql,Test Case executed,,xavierl,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,05/07/2024,18/07/2024,18/07/2024
EFDDH-665,7657266,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: xfm_t_CAPILPAU_LOANACCTD10_PRED_PRPS_EFS_PHY_HIST.sql,Test Case executed,,xavierl,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,05/07/2024,18/07/2024,18/07/2024
EFDDH-664,7657263,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: xfm_t_CAPILPAU_LOANACCTD10_PRED_PRPS_EFS_PHY.sql,Test Case executed,,xavierl,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,05/07/2024,18/07/2024,18/07/2024
EFDDH-663,7657262,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: xfm_t_ARFCLTEFS_VAL_CAP_ACCT_VALUATIONS_PHY.sql,,,jillelam,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,05/07/2024,18/07/2024,18/07/2024
EFDDH-662,7657059,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: xfm_t_ARFCLTEFS_VAL_APP_VALUATIONS_PHY.sql,"ST is completed
SIT deployed
Peer review is completed ",,jillelam,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,05/07/2024,18/07/2024,18/07/2024
EFDDH-661,7657057,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: xfm_t_ARBLS_CAPILPAU_PURPOSE_EFS_PHY.sql,"ST is completed
SIT deployed
Peer review is completed ",,jillelam,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,05/07/2024,18/07/2024,18/07/2024
EFDDH-660,7657054,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: xfm_t_APP_CAPILPAU_PURPOSE_EFS_PHY.sql,"ST is completed
SIT deployed
Peer review is completed ",,jillelam,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,05/07/2024,18/07/2024,18/07/2024
EFDDH-659,7657023,,,EFDDH-654,,,Xray Test Plan,Low,"ARF223:Unit Testing: Test Plan for all UTs for XFM Tables, CNF Key & Pivot Tables",,,chenc33,Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,,05/07/2024,27/08/2024,19/07/2024
EFDDH-658,7657019,,,EFDDH-654,,,Xray Test,Low,"ARF223:System Testing : Testing Requirements for all STs for XFM Tables, CNF Key & Pivot Tables",,,chenc33,Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,,05/07/2024,27/08/2024,19/07/2024
EFDDH-657,7655551,,,EFDDH-9,EFDDH-BP-MVPREL1,PlatformFDH,Story,Low,Platform: Documention For Format Checks in Py & TF,"As an Engineer, I want IAM 2.1 RBAC solution must be Redesigned Implemented  and Documented using Codefresh as core.",2,manyerel,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,05/07/2024,16/07/2024,12/07/2024
EFDDH-656,7655543,,,EFDDH-9,EFDDH-BP-MVPREL1,PlatformFDH,Story,Low,Platform: CD for Base Container Repo,"As an Engineer, I want IAM 2.1 RBAC solution must be Redesigned Implemented  and Documented using Codefresh as core.",3,manyerel,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,05/07/2024,24/07/2024,24/07/2024
EFDDH-655,7655322,,,EFDDH-8,,,Story,High,Platform:Build: Unified DAG for All environments,Platform:Build: Unified DAG for All environments,5,mahajaa4,Story Done,BP: EFDDH Sprint 10,,,,,,,,,,,,,,,,,,,05/07/2024,08/07/2024,08/07/2024
EFDDH-654,7655216,,ARF223:System Testing,,,,Epic,Medium,ARF223: System Testing,,,kummarip,Epic Done,,,,,,,,,,,,,,,,,,,,05/07/2024,27/08/2024,19/07/2024
EFDDH-653,7653755,,,EFDDH-3,,,Story,High,ARF223: Build : Check Merge functionality and fix any bugs,,3,dabkea,Story Done,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,,,,,,,,,,,,,,,,04/07/2024,11/07/2024,11/07/2024
EFDDH-652,7651355,,,EFDDH-37,EFDDH-BP-MVPREL1,,Story,Low,ARF223:BRS: 223 - SLAs page prep for ADF,,5,kummarip,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,18/07/2024,04/07/2024,11/10/2024,15/07/2024
EFDDH-651,7651354,,,EFDDH-37,,,Story,High,ARF223:BRS: 223 - NFR documentation for ADF,,5,kummarip,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,,,,,,,,,,,,,,,04/07/2024,11/10/2024,09/07/2024
EFDDH-650,7651351,,,EFDDH-37,,,Story,High,ARF223:BRS: 223 - Document Business requirements page,,5,kummarip,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,,,,,,,,,,,,,,,04/07/2024,11/10/2024,09/07/2024
EFDDH-649,7651007,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: ,,,chenc33,Closed,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-648,7651005,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_SEC_VAL_PIVOT,,,jillelam,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-647,7651003,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_SEC_PIVOT,,,dabkea,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-646,7651002,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_SEC_DRV_PIVOT,,,jillelam,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-645,7651000,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_PTY_PIVOT,,,jillelam,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-644,7650997,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_PTY_LOC_PIVOT,,,jillelam,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-643,7650996,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_PTY_GD_PIVOT,,,geesalan,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-642,7650992,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_LOC_PIVOT,,,geesalan,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-641,7650990,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_CCY_CCY_CAL_PIVOT,,,geesalan,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-640,7650989,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_ARFCLTEFS_VAL_PIVOT,,,geesalan,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-639,7650988,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_ARFCLTEFS_PTY_PIVOT,"ST is completed
SIT deployed
Peer review is completed",,xavierl,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-638,7650985,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_ARFCLTEFS_PIVOT,Test Case executed,,xavierl,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-637,7650982,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_ARFCLTEFS_DRV_PIVOT,"ST is completed
SIT deployed
Peer review is completed",,xavierl,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-636,7650980,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLS_VAL_PIVOT,,,dabkea,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-635,7650979,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLS_SEC_VAL_PIVOT,,,jillelam,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-634,7650976,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLS_SEC_PIVOT,,,dabkea,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-633,7650975,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLS_SEC_DRV_PIVOT,,,jillelam,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-632,7650974,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLS_SEC_DRV2_PIVOT,,,jillelam,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-631,7650973,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLS_PTY_PIVOT,"ST is completed
SIT deployed
Peer review is completed ",,jillelam,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-630,7650971,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLS_PIVOT,,,dabkea,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-629,7650970,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLS_GD_PIVOT,,,geesalan,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-628,7650969,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLS_EXTND_PIVOT,,,dabkea,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-627,7650967,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLS_DRV3_PIVOT,,,geesalan,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-626,7650759,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLS_DRV2_PIVOT,,,geesalan,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-625,7650756,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLS_ARFCLTEFS_LINK_PIVOT,,,geesalan,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-624,7650755,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLS_ARBLS_PIVOT,,,dabkea,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-623,7650754,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLSALTID_PIVOT ,Test Case executed,,xavierl,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-622,7650746,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_APP_VAL_PIVOT,,,dabkea,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-621,7650734,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_APP_SEC_PIVOT,"ST is completed
SIT deployed
Peer review is completed",,xavierl,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-620,7650732,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_APP_PTY_PIVOT,Test Case executed,,xavierl,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-619,7650731,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_APP_PIVOT,,,dabkea,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-618,7650729,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_APP_EXTND_PIVOT,"ST is completed
SIT deployed
Peer review is completed ",,jillelam,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-617,7650728,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_APP_DRV2_PIVOT,,,jillelam,Closed,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,19/07/2024,19/07/2024
EFDDH-616,7650727,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_APP_ARFCLTEFS_LINK_PIVOT,,,jillelam,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,04/07/2024,18/07/2024,18/07/2024
EFDDH-615,7647915,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_VAL_KEY,"ST is completed
SIT deployed
Peer review is completed",,xavierl,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,03/07/2024,18/07/2024,18/07/2024
EFDDH-614,7647912,,,EFDDH-654,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Unit Testing: cnf_t_SEC_VAL_KEY,"ST is completed
SIT deployed
Peer review is completed ",,jillelam,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,18/07/2024,03/07/2024,18/07/2024,18/07/2024
